fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
4.8;0.65;0.12;1.10;0.013;4;10;0.9925;3.32;0.36;13.50;4
6.1;0.22;0.38;2.80;0.144;12;65;0.9908;2.95;0.64;11.40;6
5.8;0.27;0.26;3.50;0.071;26;69;0.9899;3.10;0.38;11.50;6
5.0;0.46;0.18;1.90;0.036;33;106;0.9875;3.21;0.83;14.00;7
6.5;0.33;0.30;3.80;0.036;34;88;0.9903;3.25;0.63;12.50;7
6.5;0.33;0.30;3.80;0.036;34;88;0.9903;3.25;0.63;12.50;7
6.7;0.31;0.30;2.40;0.038;30;83;0.9887;3.09;0.36;12.80;7
6.2;0.39;0.24;4.80;0.037;45;138;0.9917;3.23;0.43;11.20;7
6.2;0.39;0.24;4.80;0.037;45;138;0.9917;3.23;0.43;11.20;7
7.1;0.37;0.30;6.20;0.040;49;139;0.9902;3.17;0.27;13.60;6
7.2;0.23;0.82;1.30;0.149;70;109;0.9930;2.93;0.42;9.20;6
6.5;0.33;0.30;3.80;0.036;34;88;0.9903;3.25;0.63;12.50;7
7.2;0.25;0.32;1.50;0.054;24;105;0.9915;3.17;0.48;11.10;6
6.2;0.39;0.24;4.80;0.037;45;138;0.9917;3.23;0.43;11.20;7
4.7;0.46;0.18;1.90;0.036;33;106;0.9875;3.21;0.83;14.00;7
7.1;0.37;0.30;6.20;0.040;49;139;0.9902;3.17;0.27;13.60;6
6.2;0.28;0.51;7.90;0.056;49;206;0.9956;3.18;0.52;9.40;5
6.4;0.35;0.28;1.60;0.037;31;113;0.9878;3.12;0.40;14.20;7
6.6;0.31;0.28;1.40;0.035;28;107;0.9884;3.00;0.40;13.20;6
7.4;0.25;0.37;2.60;0.050;24;132;0.9914;3.04;0.53;11.20;6
7.3;0.36;0.34;14.80;0.057;46;173;0.9975;3.14;0.57;10.20;5
6.7;0.31;0.30;2.40;0.038;30;83;0.9887;3.09;0.36;12.80;7
8.6;0.31;0.30;0.90;0.045;16;109;0.9925;2.95;0.39;10.10;5
8.6;0.31;0.30;0.90;0.045;16;109;0.9925;2.95;0.39;10.10;5
8.6;0.22;0.33;1.20;0.031;38;95;0.9924;2.83;0.31;10.30;5
6.9;0.14;0.29;9.90;0.056;30;91;0.9951;3.19;0.33;9.90;6
6.5;0.22;0.31;3.90;0.046;17;106;0.9910;3.15;0.31;11.50;5
6.6;0.32;0.47;15.60;0.063;27;173;0.9987;3.18;0.56;9.00;5
6.6;0.32;0.47;15.60;0.063;27;173;0.9987;3.18;0.56;9.00;5
6.1;0.28;0.26;1.50;0.030;25;101;0.9889;3.03;0.41;12.10;6
6.2;0.30;0.28;1.60;0.036;28;106;0.9882;3.14;0.41;13.30;6
6.9;0.22;0.28;7.80;0.050;43;116;0.9933;3.22;0.60;11.50;8
8.7;0.31;0.21;5.60;0.039;28;67;0.9933;2.96;0.52;11.00;4
7.3;0.27;0.30;1.30;0.040;26;84;0.9922;3.28;0.53;10.70;6
7.0;0.46;0.20;16.70;0.046;50;184;0.9990;3.08;0.56;9.40;5
5.7;0.23;0.25;7.95;0.042;16;108;0.9949;3.44;0.61;10.30;6
6.5;0.36;0.36;6.70;0.185;51.5;151;0.9953;3.17;0.42;9.30;5
8.2;0.18;0.38;1.10;0.040;41;92;0.9906;2.88;0.60;12.00;6
6.2;0.27;0.32;6.30;0.048;47;159;0.9928;3.21;0.60;11.00;6
6.9;0.40;0.37;8.90;0.053;36;148;0.9960;3.16;0.50;9.30;5
4.9;0.35;0.34;1.00;0.068;32;143;0.9914;3.24;0.40;10.10;5
7.2;0.23;0.39;1.50;0.053;26;106;0.9917;3.18;0.47;11.10;6
6.4;0.20;0.15;6.60;0.046;26;113;0.9941;2.99;0.58;9.90;6
6.1;0.27;0.32;6.20;0.048;47;161;0.9928;3.22;0.60;11.00;6
6.2;0.27;0.32;6.30;0.048;47;159;0.9928;3.21;0.60;11.00;6
6.0;0.30;0.33;2.10;0.042;31;127;0.9896;3.32;0.42;12.50;6
6.1;0.30;0.32;2.20;0.042;41;142;0.9895;3.31;0.44;12.70;7
5.7;0.14;0.30;5.40;0.045;26;105;0.9947;3.32;0.45;9.30;5
6.9;0.40;0.37;8.90;0.053;36;148;0.9960;3.16;0.50;9.30;5
4.9;0.35;0.34;1.00;0.068;32;143;0.9914;3.24;0.40;10.10;5
6.3;0.33;0.20;17.90;0.066;36;161;0.9991;3.14;0.51;8.80;5
7.0;0.16;0.30;2.60;0.043;34;90;0.9905;2.88;0.47;11.20;6
8.4;0.22;0.30;1.30;0.038;45;122;0.9918;3.13;0.54;10.80;7
6.3;0.33;0.20;17.90;0.066;36;161;0.9991;3.14;0.51;8.80;5
7.0;0.16;0.30;2.60;0.043;34;90;0.9905;2.88;0.47;11.20;6
5.4;0.24;0.18;2.30;0.050;22;145;0.9921;3.24;0.46;10.30;5
7.7;0.31;0.36;4.30;0.026;15;87;0.9915;3.11;0.48;12.00;5
5.6;0.19;0.19;7.10;0.048;36;110;0.9944;3.26;0.41;9.50;6
5.6;0.19;0.19;7.10;0.048;36;110;0.9944;3.26;0.41;9.50;6
6.6;0.43;0.24;11.90;0.040;54;159;0.9962;3.14;0.54;9.80;6
7.6;0.39;0.46;11.70;0.084;55;170;0.9977;2.91;0.51;9.00;5
7.2;0.58;0.27;5.80;0.032;40;118;0.9909;3.17;0.53;13.00;7
6.0;0.34;0.32;3.80;0.044;13;116;0.9911;3.39;0.44;11.80;7
7.5;0.35;0.48;12.40;0.056;61;176.5;0.9980;2.97;0.52;8.80;5
7.3;0.38;0.23;6.50;0.050;18;102;0.9930;3.10;0.55;11.20;4
5.4;0.19;0.19;7.10;0.048;36;110;0.9944;3.26;0.41;9.50;6
6.3;0.27;0.51;7.60;0.049;35;200;0.9955;3.16;0.54;9.40;4
6.5;0.29;0.52;7.90;0.049;35;192;0.9955;3.16;0.51;9.50;6
6.4;0.17;0.30;2.80;0.034;33;125;0.9915;3.03;0.49;10.40;6
6.7;0.18;0.31;10.60;0.035;42;143;0.9957;3.08;0.49;9.80;7
6.4;0.17;0.30;2.80;0.034;33;125;0.9915;3.03;0.49;10.40;6
6.8;0.37;0.67;1.50;0.175;16;98;0.9924;3.06;0.56;10.30;6
6.3;0.27;0.51;7.60;0.049;35;200;0.9955;3.16;0.54;9.40;4
6.5;0.29;0.52;7.90;0.049;35;192;0.9955;3.16;0.51;9.50;6
6.1;0.24;0.26;1.70;0.033;61;134;0.9903;3.19;0.81;11.90;7
7.0;0.32;0.29;7.60;0.025;35;124;0.9916;3.15;0.65;12.80;7
6.9;0.27;0.25;7.50;0.030;18;117;0.9912;3.09;0.38;13.00;6
6.5;0.29;0.53;1.70;0.040;41;192;0.9922;3.26;0.59;10.40;7
6.5;0.29;0.52;1.70;0.034;41;193;0.9922;3.25;0.59;10.40;6
6.1;0.22;0.25;12.10;0.035;54;135;0.9948;3.21;0.40;10.70;5
6.3;0.22;0.27;4.50;0.036;81;157;0.9928;3.05;0.76;10.70;7
6.1;0.24;0.26;1.70;0.033;61;134;0.9903;3.19;0.81;11.90;7
5.6;0.23;0.25;8.00;0.043;31;101;0.9943;3.19;0.42;10.40;6
7.0;0.32;0.29;7.60;0.025;35;124;0.9916;3.15;0.65;12.80;7
6.8;0.11;0.27;8.60;0.044;45;104;0.9945;3.20;0.37;9.90;6
6.8;0.11;0.27;8.60;0.044;45;104;0.9945;3.20;0.37;9.90;6
7.3;0.23;0.41;14.60;0.048;73;223;0.9986;3.16;0.71;9.40;6
6.1;0.20;0.17;1.60;0.048;46;129;0.9910;3.30;0.43;11.40;6
6.8;0.11;0.27;8.60;0.044;45;104;0.9945;3.20;0.37;9.90;6
7.3;0.23;0.41;14.60;0.048;73;223;0.9986;3.16;0.71;9.40;6
6.9;0.20;0.41;1.10;0.060;36;104;0.9932;2.99;0.39;9.20;5
6.7;0.19;0.32;3.70;0.041;26;76;0.9917;2.90;0.57;10.50;7
6.7;0.28;0.34;8.90;0.048;32;111;0.9946;3.25;0.54;11.00;7
6.7;0.28;0.34;8.90;0.048;32;111;0.9946;3.25;0.54;11.00;7
8.0;0.37;0.31;4.70;0.038;3;127;0.9919;2.90;0.72;12.10;5
6.7;0.28;0.34;8.90;0.048;32;111;0.9946;3.25;0.54;11.00;7
6.0;0.26;0.29;3.10;0.041;37;144;0.9894;3.22;0.39;12.80;7
6.4;0.24;0.49;5.80;0.053;25;120;0.9942;3.01;0.98;10.50;6
6.4;0.24;0.49;5.80;0.053;25;120;0.9942;3.01;0.98;10.50;6
6.4;0.24;0.49;5.80;0.053;25;120;0.9942;3.01;0.98;10.50;6
6.4;0.25;0.57;1.00;0.062;21;122;0.9924;3.00;0.40;9.50;5
6.1;0.25;0.48;15.80;0.052;25;94;0.9978;3.07;0.45;9.20;6
6.8;0.14;0.35;1.50;0.047;40;117;0.9911;3.07;0.72;11.10;6
6.5;0.38;0.26;5.20;0.042;33;112;0.9907;3.06;0.50;12.30;7
6.8;0.14;0.35;1.50;0.047;40;117;0.9911;3.07;0.72;11.10;6
5.4;0.15;0.32;2.50;0.037;10;51;0.9888;3.04;0.58;12.60;6
6.4;0.25;0.57;1.00;0.062;21;122;0.9924;3.00;0.40;9.50;5
6.1;0.25;0.48;15.80;0.052;25;94;0.9978;3.07;0.45;9.20;6
6.8;0.22;0.32;5.90;0.054;40;152;0.9938;3.20;0.57;10.80;6
7.2;0.21;0.29;3.10;0.044;39;122;0.9914;3.00;0.60;11.30;6
6.0;0.26;0.29;3.10;0.041;37;144;0.9894;3.22;0.39;12.80;7
6.4;0.24;0.49;5.80;0.053;25;120;0.9942;3.01;0.98;10.50;6
6.5;0.46;0.24;11.50;0.051;56;171;0.9959;3.08;0.56;9.80;6
6.5;0.18;0.48;18.00;0.054;56;183;1.0004;2.98;0.61;8.50;6
6.2;0.32;0.12;4.80;0.054;6;97;0.9942;3.16;0.50;9.30;5
7.2;0.40;0.24;8.50;0.055;45;151;0.9963;3.20;0.52;9.20;5
5.9;0.23;0.24;1.60;0.037;32;115;0.9908;3.21;0.51;11.40;6
6.4;0.18;0.48;18.00;0.054;56;183;1.0004;2.98;0.61;8.50;6
6.2;0.32;0.12;4.80;0.054;6;97;0.9942;3.16;0.50;9.30;5
6.4;0.37;0.12;5.90;0.056;6;91;0.9954;3.06;0.46;8.40;4
7.0;0.23;0.42;1.10;0.062;35;100;0.9932;3.04;0.40;9.20;5
7.2;0.40;0.24;8.50;0.055;45;151;0.9963;3.20;0.52;9.20;5
7.6;0.19;0.37;13.10;0.033;52;151;0.9973;3.18;0.79;10.40;6
6.0;0.28;0.27;4.10;0.046;50;147;0.9913;3.27;0.56;11.60;6
6.2;0.32;0.45;2.90;0.029;37;94;0.9900;3.25;0.60;12.40;6
7.6;0.19;0.37;13.10;0.033;52;151;0.9973;3.18;0.79;10.40;6
6.4;0.26;0.26;1.10;0.052;22;176;0.9930;3.09;0.54;9.30;5
5.9;0.25;0.27;1.50;0.029;37;81;0.9892;3.20;0.46;12.20;6
6.1;0.28;0.30;7.75;0.031;33;139;0.9930;3.22;0.46;11.00;6
6.9;0.19;0.38;1.15;0.023;30;105;0.9905;3.11;0.38;11.40;5
6.4;0.29;0.57;1.00;0.060;15;120;0.9924;3.06;0.41;9.50;5
6.8;0.27;0.22;17.80;0.034;16;116;0.9989;3.07;0.53;9.20;5
7.5;0.26;0.38;5.70;0.021;23;125;0.9934;3.13;0.62;11.10;6
6.8;0.27;0.22;17.80;0.034;16;116;0.9989;3.07;0.53;9.20;5
6.4;0.20;0.22;7.40;0.032;53;172;0.9940;3.24;0.58;11.00;6
7.3;0.33;0.22;1.40;0.041;40;177;0.9929;3.14;0.48;9.90;5
7.3;0.34;0.22;1.40;0.044;43;176;0.9929;3.14;0.46;9.90;5
6.4;0.29;0.57;1.00;0.060;15;120;0.9924;3.06;0.41;9.50;5
6.1;1.10;0.16;4.40;0.033;8;109;0.9906;3.35;0.47;12.40;4
6.3;0.24;0.29;1.60;0.052;48;185;0.9934;3.21;0.50;9.40;5
6.2;0.24;0.22;7.90;0.053;45;149;0.9955;3.23;0.52;9.30;5
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
7.2;0.17;0.28;17.55;0.050;33;154;0.9997;2.94;0.43;9.00;7
6.9;0.19;0.35;13.50;0.038;49;118;0.9955;3.00;0.63;10.70;6
6.9;0.19;0.35;13.50;0.038;49;118;0.9955;3.00;0.63;10.70;6
6.8;0.16;0.36;1.30;0.034;32;98;0.9906;3.02;0.58;11.30;6
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
6.8;0.30;0.27;11.60;0.028;22;97;0.9931;2.96;0.38;11.70;6
6.2;0.24;0.22;7.90;0.053;45;149;0.9955;3.23;0.52;9.30;5
7.4;0.16;0.27;15.50;0.050;25;135;0.9984;2.90;0.43;8.70;7
7.2;0.17;0.28;17.55;0.050;33;154;0.9997;2.94;0.43;9.00;7
6.8;0.30;0.27;11.60;0.028;22;97;0.9931;2.96;0.38;11.70;6
6.5;0.43;0.18;13.15;0.032;25;131;0.9957;3.23;0.51;10.70;5
6.6;0.17;0.36;1.90;0.036;38;110;0.9906;3.05;0.54;11.40;6
6.9;0.19;0.35;13.50;0.038;49;118;0.9955;3.00;0.63;10.70;6
6.8;0.16;0.36;1.30;0.034;32;98;0.9906;3.02;0.58;11.30;6
6.4;0.41;0.01;6.10;0.048;20;70;0.9936;3.19;0.42;10.00;5
6.4;0.41;0.01;6.10;0.048;20;70;0.9936;3.19;0.42;10.00;5
7.4;0.36;0.32;1.90;0.036;27;119;0.9920;3.15;0.49;11.20;6
6.1;0.17;0.21;1.90;0.090;44;130;0.9926;3.07;0.41;9.70;5
5.5;0.28;0.21;1.60;0.032;23;85;0.9903;3.42;0.42;12.50;5
6.6;0.50;0.26;11.30;0.029;32;110;0.9930;3.27;0.78;12.90;8
7.1;0.44;0.27;8.40;0.057;60;160;0.9926;3.16;0.36;11.80;6
6.9;0.38;0.28;8.30;0.062;22;166;0.9951;3.16;0.72;10.60;5
7.1;0.44;0.27;8.40;0.057;60;160;0.9926;3.16;0.36;11.80;6
6.2;0.24;0.28;12.20;0.049;54;133;0.9952;3.19;0.37;10.70;6
6.1;0.28;0.27;8.00;0.048;41;162;0.9950;3.21;0.51;9.90;5
7.6;0.26;0.32;1.30;0.048;23;76;0.9903;2.96;0.46;12.00;6
7.5;0.16;0.38;12.70;0.043;70.5;163;0.9971;3.15;0.82;10.40;7
6.5;0.36;0.16;1.30;0.054;11;107;0.9940;3.19;0.39;8.50;5
6.6;0.35;0.19;10.50;0.060;15;82;0.9959;3.13;0.38;9.90;4
5.7;0.25;0.26;12.50;0.049;52.5;120;0.9969;3.08;0.45;9.40;6
7.4;0.37;0.26;9.60;0.050;33;134;0.9961;3.13;0.46;10.40;5
5.7;0.25;0.21;1.50;0.044;21;108;0.9914;3.30;0.59;11.00;6
5.8;0.23;0.21;1.50;0.044;21;110;0.9914;3.30;0.57;11.00;6
5.4;0.27;0.28;7.80;0.052;27;91;0.9943;3.19;0.38;10.40;6
5.7;0.25;0.27;10.80;0.050;58;116;0.9959;3.10;0.50;9.80;6
5.7;0.25;0.26;12.50;0.049;52.5;106;0.9969;3.08;0.45;9.40;6
5.9;0.23;0.28;8.60;0.046;37;142;0.9943;3.23;0.53;10.60;6
6.2;0.30;0.32;1.20;0.052;32;185;0.9927;3.28;0.44;10.10;5
6.5;0.33;0.24;14.50;0.048;20;96;0.9946;3.06;0.30;11.50;8
7.4;0.26;0.29;3.70;0.048;14;73;0.9915;3.06;0.45;11.40;6
7.0;0.20;0.40;1.10;0.058;30;93;0.9932;3.03;0.38;9.20;6
6.5;0.21;0.42;1.10;0.059;33;101;0.9927;3.12;0.38;9.70;6
7.3;0.25;0.27;3.80;0.047;16;79;0.9917;3.07;0.46;11.30;6
6.8;0.27;0.24;4.60;0.098;36;127;0.9941;3.15;0.49;9.60;6
6.7;0.24;0.30;10.20;0.070;44;179;0.9967;2.86;0.46;8.90;6
6.4;0.14;0.28;7.90;0.057;21;82;0.9943;3.26;0.36;10.00;6
6.4;0.50;0.20;2.40;0.059;19;112;0.9931;3.18;0.40;9.20;6
6.6;0.41;0.27;10.70;0.110;20;103;0.9967;3.08;0.41;9.00;6
6.4;0.25;0.28;4.90;0.030;29;98;0.9902;3.09;0.58;12.80;7
6.6;0.41;0.27;10.70;0.110;20;103;0.9967;3.08;0.41;9.00;6
8.0;0.25;0.35;1.10;0.054;13;136;0.9937;3.08;0.55;9.50;5
6.4;0.14;0.28;7.90;0.057;21;82;0.9943;3.26;0.36;10.00;6
6.6;0.21;0.34;5.60;0.046;30;140;0.9930;3.22;0.38;11.00;5
6.4;0.50;0.20;2.40;0.059;19;112;0.9931;3.18;0.40;9.20;6
6.3;0.29;0.23;14.20;0.037;24;99;0.9953;3.08;0.38;10.60;6
6.9;0.37;0.23;9.50;0.057;54;166;0.9957;3.23;0.42;10.00;5
6.9;0.37;0.23;9.50;0.057;54;166;0.9957;3.23;0.42;10.00;5
5.7;0.31;0.28;4.10;0.030;22;86;0.9906;3.31;0.38;11.70;7
6.9;0.45;0.27;4.70;0.035;17;80;0.9906;3.12;0.36;12.50;7
6.9;0.30;0.45;1.40;0.039;36;122;0.9906;3.07;0.47;11.10;7
5.3;0.23;0.56;0.90;0.041;46;141;0.9912;3.16;0.62;9.70;5
6.8;0.30;0.26;20.30;0.037;45;150;0.9973;3.04;0.38;12.30;6
6.7;0.28;0.42;3.50;0.035;43;105;0.9902;3.18;0.38;12.20;6
5.0;0.26;0.22;2.70;0.043;46;153;0.9924;3.75;0.76;11.30;6
7.6;0.40;0.27;1.20;0.053;23;193;0.9916;3.22;0.38;11.60;5
5.5;0.21;0.25;1.20;0.040;18;75;0.9901;3.31;0.56;11.30;6
6.0;0.20;0.25;2.00;0.041;30;95;0.9908;3.27;0.56;11.10;6
6.1;0.17;0.29;1.10;0.041;32;92;0.9904;3.26;0.57;11.20;6
7.5;0.21;0.29;1.50;0.046;35;107;0.9912;3.15;0.45;11.30;6
7.3;0.26;0.32;1.20;0.041;29;94;0.9898;3.07;0.45;12.00;6
6.2;0.35;0.20;18.10;0.069;33;158;0.9991;3.15;0.50;8.80;6
6.2;0.35;0.20;18.10;0.069;33;158;0.9991;3.15;0.50;8.80;6
6.5;0.43;0.31;3.60;0.046;19;143;0.9902;3.15;0.34;12.00;8
6.5;0.40;0.31;3.50;0.046;22;147;0.9902;3.15;0.31;12.00;7
7.4;0.28;0.50;12.10;0.049;48;122;0.9973;3.01;0.44;9.00;5
6.3;0.23;0.22;17.45;0.054;42;151;0.9985;3.12;0.60;9.30;6
6.2;0.34;0.25;12.10;0.059;33;171;0.9977;3.14;0.56;8.70;6
6.6;0.44;0.32;3.00;0.095;13;75;0.9895;3.10;0.63;12.80;6
6.0;0.13;0.36;1.60;0.052;23;72;0.9897;3.10;0.50;11.50;7
6.3;0.17;0.23;5.70;0.048;44;147;0.9938;3.08;0.54;10.00;5
6.3;0.18;0.22;5.60;0.047;45;147;0.9938;3.09;0.54;10.00;5
6.7;0.31;0.34;6.80;0.059;51;215;0.9954;3.33;0.56;10.30;5
6.6;0.33;0.32;15.60;0.054;62;227;0.9973;3.25;0.56;10.40;5
6.3;0.34;0.31;6.00;0.020;18;68;0.9898;3.22;0.29;13.40;7
6.8;0.29;0.32;1.80;0.032;18;130;0.9910;3.05;0.62;11.20;6
7.4;0.31;0.26;8.60;0.048;47;206;0.9964;3.26;0.36;9.10;5
7.4;0.31;0.26;8.60;0.048;47;206;0.9964;3.26;0.36;9.10;5
5.7;0.25;0.27;11.50;0.040;24;120;0.9941;3.33;0.31;10.80;6
6.8;0.27;0.28;7.80;0.038;26;89;0.9915;3.24;0.34;12.50;6
5.9;0.26;0.24;2.40;0.046;27;132;0.9923;3.63;0.73;11.30;5
5.9;0.65;0.23;5.00;0.035;20;128;0.9902;3.46;0.48;12.80;6
7.4;0.31;0.26;8.60;0.048;47;206;0.9964;3.26;0.36;9.10;5
6.6;0.23;0.32;1.50;0.041;8;72;0.9895;3.22;0.39;12.70;6
6.8;0.18;0.35;5.40;0.054;53;143;0.9929;3.10;0.54;11.00;7
6.8;0.28;0.29;11.90;0.052;51;149;0.9954;3.02;0.58;10.40;6
6.8;0.28;0.29;11.90;0.052;51;149;0.9954;3.02;0.58;10.40;6
5.9;0.27;0.27;9.00;0.051;43;136;0.9941;3.25;0.53;10.70;6
6.1;0.25;0.28;10.00;0.055;56;131;0.9940;3.22;0.35;10.90;6
6.8;0.28;0.29;11.90;0.052;51;149;0.9954;3.02;0.58;10.40;6
6.8;0.26;0.29;11.90;0.052;54;160;0.9955;3.03;0.58;10.40;6
7.1;0.13;0.29;15.50;0.064;56;115.5;0.9974;3.16;0.41;9.70;7
6.8;0.18;0.35;5.40;0.054;53;143;0.9929;3.10;0.54;11.00;7
6.2;0.20;0.25;15.00;0.055;8;120;0.9977;3.19;0.53;9.60;6
5.8;0.24;0.28;1.40;0.038;40;76;0.9871;3.10;0.29;13.90;7
7.6;0.48;0.31;9.40;0.046;6;194;0.9971;3.07;0.61;9.40;5
7.4;0.26;0.32;3.70;0.032;29;193;0.9913;3.10;0.67;12.50;6
6.2;0.20;0.25;15.00;0.055;8;120;0.9977;3.19;0.53;9.60;6
6.1;0.30;0.47;1.40;0.049;50;187;0.9927;3.19;0.45;9.50;5
6.2;0.32;0.50;6.50;0.048;61;186;0.9948;3.19;0.45;9.60;5
6.1;0.30;0.47;1.40;0.049;50;187;0.9927;3.19;0.45;9.50;5
6.3;0.34;0.52;6.30;0.047;63;186;0.9948;3.18;0.44;9.60;5
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
7.2;0.26;0.38;1.50;0.061;12;120;0.9919;3.18;0.46;10.40;5
7.0;0.31;0.35;1.60;0.063;13;119;0.9918;3.22;0.50;10.70;5
6.6;0.22;0.35;1.40;0.050;23;83;0.9902;3.17;0.48;12.00;7
5.8;0.23;0.31;3.50;0.044;35;158;0.9900;3.19;0.37;12.10;7
6.3;0.17;0.32;1.00;0.040;39;118;0.9889;3.31;0.40;13.10;8
6.0;0.19;0.26;1.40;0.039;30;104;0.9900;3.32;0.41;12.40;6
6.7;0.21;0.34;1.50;0.035;45;123;0.9895;3.24;0.36;12.60;7
7.4;0.16;0.30;13.70;0.056;33;168;0.9983;2.90;0.44;8.70;7
6.6;0.22;0.37;1.60;0.040;31;101;0.9901;3.15;0.66;12.00;5
6.8;0.34;0.27;5.20;0.060;14;169;0.9925;3.27;0.57;11.60;6
7.1;0.34;0.86;1.40;0.174;36;99;0.9929;2.92;0.50;9.30;5
6.3;0.24;0.22;11.90;0.050;65;179;0.9966;3.06;0.58;9.30;6
6.9;0.35;0.39;2.40;0.048;25;157;0.9913;3.20;0.54;11.10;7
6.8;0.24;0.33;3.20;0.049;68;161;0.9932;3.10;0.69;10.20;6
6.4;0.25;0.33;1.70;0.037;35;113;0.9916;3.23;0.66;10.60;6
5.8;0.19;0.33;4.20;0.038;49;133;0.9911;3.16;0.42;11.30;7
6.9;0.24;0.40;15.40;0.052;81;198;0.9986;3.20;0.69;9.40;5
6.5;0.31;0.61;13.00;0.053;31;123;0.9971;3.09;0.50;9.30;6
6.6;0.25;0.32;5.60;0.039;15;68;0.9916;2.96;0.52;11.10;6
7.5;0.38;0.56;9.70;0.055;15;170;0.9961;3.13;0.65;9.90;6
6.2;0.30;0.30;2.50;0.041;29;82;0.9907;3.31;0.61;11.80;7
6.4;0.33;0.28;4.00;0.040;24;81;0.9903;3.26;0.64;12.60;7
6.9;0.24;0.40;15.40;0.052;81;198;0.9986;3.20;0.69;9.40;5
7.6;0.27;0.32;1.20;0.043;23;72;0.9924;3.06;0.68;10.50;5
5.9;0.24;0.34;2.00;0.037;40;108;0.9895;3.19;0.50;12.30;6
5.3;0.33;0.30;1.20;0.048;25;119;0.9905;3.32;0.62;11.30;6
6.4;0.21;0.21;5.10;0.097;21;105;0.9939;3.07;0.46;9.60;5
7.0;0.22;0.30;1.40;0.040;14;63;0.9899;3.20;0.33;12.00;6
7.8;0.27;0.35;1.20;0.050;36;140;0.9914;3.09;0.45;11.20;5
6.7;0.20;0.24;6.50;0.044;28;100;0.9935;3.12;0.33;10.20;6
8.1;0.27;0.33;1.30;0.045;26;100;0.9907;2.98;0.44;12.40;6
6.7;0.20;0.24;6.50;0.044;28;100;0.9935;3.12;0.33;10.20;6
7.1;0.45;0.24;2.70;0.040;24;87;0.9886;2.94;0.38;13.40;8
5.8;0.22;0.29;1.30;0.036;25;68;0.9887;3.24;0.35;12.60;6
6.3;0.30;0.48;7.40;0.053;34;149;0.9947;3.18;0.53;9.80;5
7.9;0.36;0.53;12.90;0.049;63;139;0.9979;2.94;0.45;9.10;5
8.1;0.27;0.33;1.30;0.045;26;100;0.9907;2.98;0.44;12.40;6
8.0;0.24;0.33;1.20;0.044;28;101;0.9904;3.03;0.43;12.50;6
6.7;0.41;0.27;2.60;0.033;25;85;0.9909;3.05;0.34;11.70;6
6.7;0.24;0.31;2.30;0.044;37;113;0.9901;3.29;0.46;12.90;6
6.2;0.30;0.32;1.30;0.054;27;183;0.9927;3.30;0.43;10.10;5
6.9;0.26;0.38;10.50;0.044;33;139;0.9952;3.06;0.50;10.30;6
6.7;0.41;0.27;2.60;0.033;25;85;0.9909;3.05;0.34;11.70;6
5.9;0.32;0.20;14.40;0.050;29;144;0.9967;3.24;0.41;10.30;6
6.1;0.25;0.30;1.20;0.036;42;107;0.9910;3.34;0.56;10.80;7
5.6;0.23;0.29;3.10;0.023;19;89;0.9907;3.25;0.51;11.20;6
6.6;0.23;0.32;1.70;0.024;26;102;0.9908;3.29;0.60;11.80;6
6.0;0.17;0.21;6.00;0.050;26;134;0.9939;3.08;0.54;9.80;6
7.1;0.38;0.42;11.80;0.041;32;193;0.9962;3.04;0.49;10.00;6
6.6;0.31;0.37;6.20;0.052;13;164;0.9960;3.24;0.39;8.80;4
6.5;0.38;0.53;1.40;0.142;5;69;0.9926;3.14;0.52;10.10;4
7.0;0.44;0.24;12.10;0.056;68;210;0.9972;3.05;0.50;9.50;5
7.0;0.44;0.24;12.10;0.056;68;210;0.9972;3.05;0.50;9.50;5
7.0;0.44;0.24;12.10;0.056;68;210;0.9972;3.05;0.50;9.50;5
6.1;0.38;0.14;3.90;0.060;27;113;0.9934;3.07;0.34;9.20;4
8.0;0.33;0.32;4.60;0.041;31;180;0.9918;2.92;0.74;12.20;6
7.0;0.44;0.24;12.10;0.056;68;210;0.9972;3.05;0.50;9.50;5
6.0;0.19;0.29;1.20;0.046;29;92;0.9903;3.22;0.53;11.30;6
6.3;0.28;0.34;8.10;0.038;44;129;0.9925;3.26;0.29;12.10;6
6.1;0.38;0.14;3.90;0.060;27;113;0.9934;3.07;0.34;9.20;4
5.3;0.43;0.11;1.10;0.029;6;51;0.9908;3.51;0.48;11.20;4
